2015;10;2015.03.07.;0;0 Ft;46;1 845 210 Ft;6190;14 520 Ft;167385;1 045 Ft;13;17;19;46;60
2015;9;2015.02.28.;0;0 Ft;49;1 578 995 Ft;5018;16 325 Ft;140271;1 135 Ft;18;19;22;62;67
2015;8;2015.02.21.;0;0 Ft;22;3 376 465 Ft;2923;26 910 Ft;99358;1 540 Ft;1;45;64;73;86
2015;7;2015.02.14.;0;0 Ft;34;2 327 085 Ft;3149;26 605 Ft;96715;1 685 Ft;18;31;46;49;85
2015;6;2015.02.07.;0;0 Ft;75;921 545 Ft;5074;14 425 Ft;121485;1 170 Ft;18;27;52;57;73
2015;5;2015.01.31.;0;0 Ft;43;1 544 615 Ft;3970;17 715 Ft;106323;1 285 Ft;27;35;42;55;71
2015;4;2015.01.24.;0;0 Ft;24;2 851 625 Ft;3105;23 340 Ft;102267;1 380 Ft;3;50;55;57;58
2015;3;2015.01.17.;0;0 Ft;28;2 496 165 Ft;2951;25 080 Ft;91268;1 575 Ft;63;68;69;75;86
2015;2;2015.01.10.;0;0 Ft;135;460 425 Ft;8683;7 580 Ft;164999;775 Ft;5;19;23;25;67
2015;1;2015.01.03.;0;0 Ft;10;6 127 020 Ft;1881;34 490 Ft;65981;1 910 Ft;46;54;55;70;85
2014;52;2014.12.27.;0;0 Ft;29;1 988 390 Ft;3275;18 645 Ft;97256;1 220 Ft;10;11;29;35;48
2014;51;2014.12.20.;0;0 Ft;26;2 326 960 Ft;2901;22 080 Ft;98340;1 340 Ft;6;7;40;57;67
2014;50;2014.12.13.;0;0 Ft;30;2 015 140 Ft;3236;19 780 Ft;120714;1 030 Ft;3;4;55;56;69
2014;49;2014.12.06.;0;0 Ft;183;321 410 Ft;8435;7 385 Ft;154649;785 Ft;7;19;23;44;66
2014;48;2014.11.29.;0;0 Ft;44;1 277 295 Ft;2812;21 160 Ft;75936;1 525 Ft;37;45;59;65;76
2014;47;2014.11.22.;0;0 Ft;91;618 250 Ft;4139;14 390 Ft;90485;1 280 Ft;25;38;43;57;72
2014;46;2014.11.15.;0;0 Ft;49;1 167 555 Ft;3912;15 485 Ft;103212;1 140 Ft;9;19;57;61;62
2014;45;2014.11.08.;0;0 Ft;14;3 960 320 Ft;1964;29 890 Ft;63537;1 795 Ft;14;30;51;62;78
2014;44;2014.11.01.;0;0 Ft;19;2 593 950 Ft;1968;26 515 Ft;55876;1 815 Ft;37;62;66;85;90
2014;43;2014.10.25.;0;0 Ft;47;1 101 905 Ft;3055;17 950 Ft;79286;1 345 Ft;27;49;72;79;81
2014;42;2014.10.18.;0;0 Ft;23;2 374 635 Ft;2388;24 215 Ft;77794;1 445 Ft;10;17;61;63;73
2014;41;2014.10.11.;0;0 Ft;21;2 647 925 Ft;2262;26 030 Ft;73096;1 565 Ft;4;31;38;75;89
2014;40;2014.10.04.;0;0 Ft;43;1 241 620 Ft;4009;14 100 Ft;102739;1 070 Ft;8;14;19;30;34
2014;39;2014.09.27.;0;0 Ft;25;2 101 530 Ft;3393;16 395 Ft;83169;1 300 Ft;27;32;36;39;57
2014;38;2014.09.20.;0;0 Ft;100;529 215 Ft;5748;9 750 Ft;116451;935 Ft;2;7;12;25;76
2014;37;2014.09.13.;0;0 Ft;22;2 428 080 Ft;2394;23 625 Ft;76973;1 430 Ft;7;39;40;58;68
2014;36;2014.09.06.;1;387 392 635 Ft;70;793 275 Ft;4717;12 465 Ft;104031;1 100 Ft;3;16;27;45;81
2014;35;2014.08.30.;0;0 Ft;21;2 599 165 Ft;3000;19 265 Ft;90999;1 310 Ft;19;53;60;66;67
2014;34;2014.08.23.;0;0 Ft;37;1 444 205 Ft;3044;18 585 Ft;77213;1 425 Ft;24;36;63;70;84
2014;33;2014.08.16.;0;0 Ft;24;2 332 290 Ft;2632;22 520 Ft;77170;1 495 Ft;6;52;57;68;86
2014;32;2014.08.09.;1;97 974 140 Ft;43;1 291 130 Ft;2713;21 670 Ft;75043;1 525 Ft;20;28;47;51;71
2014;31;2014.08.02.;1;192 866 270 Ft;16;3 443 595 Ft;1707;34 175 Ft;61199;1 855 Ft;23;60;76;84;86
2014;30;2014.07.26.;0;0 Ft;46;1 178 115 Ft;3991;14 380 Ft;98165;1 135 Ft;6;15;22;33;44
2014;29;2014.07.19.;1;2 049 176 095 Ft;182;417 300 Ft;9571;8 400 Ft;180194;870 Ft;13;21;44;47;52
2014;28;2014.07.12.;0;0 Ft;51;1 500 895 Ft;4999;16 215 Ft;125770;1 255 Ft;13;47;68;70;86
2014;27;2014.07.05.;0;0 Ft;16;4 341 245 Ft;2466;29 825 Ft;86073;1 660 Ft;45;52;59;69;81
2014;26;2014.06.28.;0;0 Ft;41;1 637 025 Ft;3481;20 415 Ft;100099;1 380 Ft;12;26;65;66;83
